"","initial.parasites","infection.length","penetrated.parasites","established.parasites","No.parasites","host.mort","host.pent.mort","parasite.mort","time.died","parasites.dead","t","total.parasites","total.parasites.detected","var.level","sim.num","unique.id","tolerance.diff"
"ind18581",30,180,30,15,2,0,0,0,0,0,20,2,2,"baseline","49","49","yes"
"ind19581",30,180,30,17,1,0,0,0,0,0,20,1,1,"baseline","49","49","yes"
"ind20581",30,180,29,12,0,0,0,0,0,0,20,0,0,"baseline","49","49","yes"
"ind21931",30,180,30,12,2,0,0,1,0,0,20,2,2,"baseline","49","49","yes"
"ind22591",30,180,30,15,3,0,0,0,0,0,20,3,3,"baseline","49","49","yes"
"ind23581",30,180,30,13,2,0,0,0,0,0,20,2,2,"baseline","49","49","yes"
"ind24581",30,180,30,13,3,0,0,0,0,0,20,3,3,"baseline","49","49","yes"
"ind25581",30,180,30,21,3,0,0,0,0,0,20,3,3,"baseline","49","49","yes"
"ind26581",30,180,30,13,0,0,0,0,0,0,20,0,0,"baseline","49","49","yes"
"ind27581",30,180,28,17,3,0,0,0,0,0,20,3,2,"baseline","49","49","yes"
"ind28581",30,180,30,16,5,0,0,0,0,0,20,5,5,"baseline","49","49","yes"
"ind29581",30,180,29,13,4,0,0,0,0,0,20,4,4,"baseline","49","49","yes"
"ind30581",30,180,30,12,0,0,0,0,0,0,20,0,0,"baseline","49","49","yes"
"ind31931",30,180,30,11,1,0,0,1,0,0,20,1,1,"baseline","49","49","yes"
"ind32591",30,180,29,18,1,0,0,0,0,0,20,1,1,"baseline","49","49","yes"
"ind33581",30,180,29,13,0,0,0,0,0,0,20,0,0,"baseline","49","49","yes"
"ind34581",30,180,30,14,1,0,0,0,0,0,20,1,1,"baseline","49","49","yes"
"ind35581",30,180,30,18,6,0,0,0,0,0,20,6,4,"baseline","49","49","yes"
"ind36581",30,180,29,17,2,0,0,0,0,0,20,2,2,"baseline","49","49","yes"
"ind37581",30,180,30,13,1,0,0,0,0,0,20,1,1,"baseline","49","49","yes"
"ind38581",30,180,30,16,3,0,0,0,0,0,20,3,3,"baseline","49","49","yes"
"ind39581",30,180,30,18,2,0,0,0,0,0,20,2,2,"baseline","49","49","yes"
"ind40581",30,180,29,10,0,0,0,0,2,10,20,10,10,"baseline","49","49","yes"
"ind41931",30,180,29,14,2,0,0,0,0,0,20,2,2,"baseline","49","49","yes"
"ind42591",30,180,30,18,3,0,0,1,0,0,20,3,3,"baseline","49","49","yes"
"ind43581",30,180,30,15,2,0,0,0,0,0,20,2,2,"baseline","49","49","yes"
"ind44581",30,180,30,17,3,0,0,0,0,0,20,3,3,"baseline","49","49","yes"
"ind45581",30,180,30,12,0,0,0,0,0,0,20,0,0,"baseline","49","49","yes"
"ind46581",30,180,30,15,2,0,0,1,0,0,20,2,2,"baseline","49","49","yes"
"ind47581",30,180,30,21,5,0,0,0,0,0,20,5,4,"baseline","49","49","yes"
"ind48581",30,180,30,12,1,0,0,0,0,0,20,1,1,"baseline","49","49","yes"
"ind49581",30,180,30,12,2,0,0,1,0,0,20,2,2,"baseline","49","49","yes"
"ind50581",30,180,30,17,2,0,0,0,0,0,20,2,2,"baseline","49","49","yes"
"ind51931",30,180,30,12,2,0,0,1,0,0,20,2,2,"baseline","49","49","yes"
"ind52591",30,180,30,12,3,0,0,0,0,0,20,3,2,"baseline","49","49","yes"
"ind53581",30,180,30,19,3,0,0,0,0,0,20,3,3,"baseline","49","49","yes"
"ind54581",30,180,30,18,3,0,0,0,0,0,20,3,2,"baseline","49","49","yes"
"ind55581",30,180,30,15,4,0,0,0,0,0,20,4,2,"baseline","49","49","yes"
"ind56581",30,180,30,17,5,0,0,0,0,0,20,5,5,"baseline","49","49","yes"
"ind57581",30,180,29,11,0,0,0,0,0,0,20,0,0,"baseline","49","49","yes"
"ind58581",30,180,30,17,0,0,0,0,7,8,20,8,7,"baseline","49","49","yes"
"ind59581",30,180,30,15,2,0,0,1,0,0,20,2,1,"baseline","49","49","yes"
"ind60581",30,180,30,11,0,0,0,0,4,9,20,9,8,"baseline","49","49","yes"
"ind61931",30,180,30,13,0,0,0,0,0,0,20,0,0,"baseline","49","49","yes"
"ind62591",30,180,30,14,1,0,0,1,0,0,20,1,1,"baseline","49","49","yes"
"ind63581",30,180,30,16,2,0,0,0,0,0,20,2,2,"baseline","49","49","yes"
"ind64581",30,180,30,16,3,0,0,0,0,0,20,3,3,"baseline","49","49","yes"
"ind65581",30,180,29,16,2,0,0,0,0,0,20,2,2,"baseline","49","49","yes"
"ind66581",30,180,30,13,1,0,0,0,0,0,20,1,1,"baseline","49","49","yes"
"ind67581",30,180,30,16,0,0,0,0,6,7,20,7,7,"baseline","49","49","yes"
"ind68581",30,180,30,16,0,0,0,0,9,8,20,8,6,"baseline","49","49","yes"
"ind69581",30,180,30,14,2,0,0,0,0,0,20,2,2,"baseline","49","49","yes"
"ind70581",30,180,29,15,3,0,0,0,0,0,20,3,3,"baseline","49","49","yes"
"ind71931",30,180,30,15,3,0,0,1,0,0,20,3,3,"baseline","49","49","yes"
"ind72591",30,180,30,16,2,0,0,0,0,0,20,2,2,"baseline","49","49","yes"
"ind73581",30,180,30,18,3,0,0,0,0,0,20,3,3,"baseline","49","49","yes"
"ind74581",30,180,30,14,1,0,0,1,0,0,20,1,0,"baseline","49","49","yes"
"ind75581",30,180,30,11,0,0,0,0,0,0,20,0,0,"baseline","49","49","yes"
"ind76581",30,180,29,15,2,0,0,0,0,0,20,2,1,"baseline","49","49","yes"
"ind77581",30,180,30,18,3,0,0,0,0,0,20,3,3,"baseline","49","49","yes"
"ind78581",30,180,30,12,2,0,0,2,0,0,20,2,2,"baseline","49","49","yes"
"ind79581",30,180,30,11,2,0,0,0,0,0,20,2,2,"baseline","49","49","yes"
"ind80581",30,180,30,20,1,0,0,0,0,0,20,1,1,"baseline","49","49","yes"
"ind81931",30,180,30,18,4,0,0,0,0,0,20,4,3,"baseline","49","49","yes"
"ind82591",30,180,30,15,1,0,0,2,0,0,20,1,1,"baseline","49","49","yes"
"ind83581",30,180,30,18,3,0,0,1,0,0,20,3,3,"baseline","49","49","yes"
"ind84581",30,180,29,12,1,0,0,0,0,0,20,1,1,"baseline","49","49","yes"
"ind85581",30,180,30,16,4,0,0,0,0,0,20,4,4,"baseline","49","49","yes"
"ind86581",30,180,30,15,4,0,0,0,0,0,20,4,4,"baseline","49","49","yes"
"ind87581",30,180,30,15,5,0,0,0,0,0,20,5,4,"baseline","49","49","yes"
"ind88581",30,180,30,19,1,0,0,0,0,0,20,1,1,"baseline","49","49","yes"
"ind89581",30,180,30,15,2,0,0,0,0,0,20,2,2,"baseline","49","49","yes"
"ind90581",30,180,30,12,4,0,0,0,0,0,20,4,4,"baseline","49","49","yes"
"ind91931",30,180,30,19,1,0,0,0,0,0,20,1,1,"baseline","49","49","yes"
"ind92591",30,180,30,18,4,0,0,0,0,0,20,4,4,"baseline","49","49","yes"
"ind93581",30,180,30,10,2,0,0,0,0,0,20,2,2,"baseline","49","49","yes"
"ind94581",30,180,30,14,4,0,0,0,0,0,20,4,3,"baseline","49","49","yes"
"ind95581",30,180,30,21,2,0,0,0,0,0,20,2,2,"baseline","49","49","yes"
"ind96581",30,180,30,14,1,0,0,0,0,0,20,1,1,"baseline","49","49","yes"
"ind97581",30,180,30,15,3,0,0,0,0,0,20,3,3,"baseline","49","49","yes"
"ind98581",30,180,30,19,1,0,0,0,0,0,20,1,1,"baseline","49","49","yes"
"ind99581",30,180,30,15,1,0,0,1,0,0,20,1,0,"baseline","49","49","yes"
"ind100581",30,180,30,11,0,0,0,0,8,6,20,6,5,"baseline","49","49","yes"
"ind110481",30,180,30,15,3,0,0,0,0,0,20,3,3,"high","49","49","yes"
"ind210481",30,180,30,13,3,0,0,1,0,0,20,3,3,"high","49","49","yes"
"ind310481",30,180,30,14,1,0,0,0,0,0,20,1,0,"high","49","49","yes"
"ind410481",30,180,30,20,4,0,0,0,0,0,20,4,3,"high","49","49","yes"
"ind510481",30,180,30,14,1,0,0,0,0,0,20,1,1,"high","49","49","yes"
"ind610481",30,180,30,16,3,0,0,0,0,0,20,3,3,"high","49","49","yes"
"ind710481",30,180,30,16,0,0,0,0,5,10,20,10,9,"high","49","49","yes"
"ind810481",30,180,30,16,0,0,0,0,3,15,20,15,14,"high","49","49","yes"
"ind910481",30,180,30,10,2,0,0,0,0,0,20,2,1,"high","49","49","yes"
"ind101481",30,180,29,13,1,0,0,0,0,0,20,1,1,"high","49","49","yes"
"ind111501",30,180,30,15,3,0,0,0,0,0,20,3,2,"high","49","49","yes"
"ind121491",30,180,30,17,5,0,0,0,0,0,20,5,5,"high","49","49","yes"
"ind131481",30,180,30,15,0,0,0,0,0,0,20,0,0,"high","49","49","yes"
"ind141481",30,180,30,15,1,0,0,2,0,0,20,1,0,"high","49","49","yes"
"ind151481",30,180,29,13,0,0,0,0,12,6,20,6,6,"high","49","49","yes"
"ind161481",30,180,29,14,2,0,0,0,0,0,20,2,1,"high","49","49","yes"
"ind171481",30,180,30,8,0,0,0,0,0,0,20,0,0,"high","49","49","yes"
"ind181481",30,180,29,15,1,0,0,0,0,0,20,1,1,"high","49","49","yes"
"ind191481",30,180,30,9,2,0,0,1,0,0,20,2,2,"high","49","49","yes"
"ind201481",30,180,30,12,3,0,0,0,0,0,20,3,3,"high","49","49","yes"
"ind211501",30,180,29,14,6,0,0,1,0,0,20,6,5,"high","49","49","yes"
"ind221491",30,180,30,15,2,0,0,1,0,0,20,2,2,"high","49","49","yes"
"ind231481",30,180,30,15,4,0,0,2,0,0,20,4,4,"high","49","49","yes"
"ind241481",30,180,30,12,0,0,0,1,0,0,20,0,0,"high","49","49","yes"
"ind251481",30,180,30,21,2,0,0,1,0,0,20,2,2,"high","49","49","yes"
"ind261481",30,180,30,12,0,0,0,0,6,6,20,6,6,"high","49","49","yes"
"ind271481",30,180,29,16,0,0,0,0,0,0,20,0,0,"high","49","49","yes"
"ind281481",30,180,30,19,4,0,0,0,0,0,20,4,4,"high","49","49","yes"
"ind291481",30,180,29,17,3,0,0,0,0,0,20,3,3,"high","49","49","yes"
"ind301481",30,180,30,17,3,0,0,0,0,0,20,3,3,"high","49","49","yes"
"ind311501",30,180,29,13,4,0,0,0,0,0,20,4,4,"high","49","49","yes"
"ind321491",30,180,30,16,0,0,0,0,0,0,20,0,0,"high","49","49","yes"
"ind331481",30,180,30,18,4,0,0,0,0,0,20,4,4,"high","49","49","yes"
"ind341481",30,180,30,15,0,0,0,0,0,0,20,0,0,"high","49","49","yes"
"ind351481",30,180,30,17,3,0,0,0,0,0,20,3,2,"high","49","49","yes"
"ind361481",30,180,30,15,0,0,0,0,0,0,20,0,0,"high","49","49","yes"
"ind371481",30,180,30,11,0,0,0,0,9,6,20,6,4,"high","49","49","yes"
"ind381481",30,180,30,15,3,0,0,1,0,0,20,3,3,"high","49","49","yes"
"ind391481",30,180,30,17,2,0,0,0,0,0,20,2,2,"high","49","49","yes"
"ind401481",30,180,28,11,1,0,0,0,0,0,20,1,1,"high","49","49","yes"
"ind411501",30,180,29,13,2,0,0,1,0,0,20,2,2,"high","49","49","yes"
"ind421491",30,180,30,15,0,0,0,0,5,11,20,11,10,"high","49","49","yes"
"ind431481",30,180,30,12,1,0,0,0,0,0,20,1,1,"high","49","49","yes"
"ind441481",30,180,30,15,3,0,0,0,0,0,20,3,2,"high","49","49","yes"
"ind451481",30,180,29,16,2,0,0,0,0,0,20,2,1,"high","49","49","yes"
"ind461481",30,180,30,14,0,0,0,0,0,0,20,0,0,"high","49","49","yes"
"ind471481",30,180,30,18,2,0,0,0,0,0,20,2,2,"high","49","49","yes"
"ind481481",30,180,30,13,0,0,0,0,0,0,20,0,0,"high","49","49","yes"
"ind491481",30,180,29,10,1,0,0,0,0,0,20,1,1,"high","49","49","yes"
"ind501481",30,180,29,14,2,0,0,0,0,0,20,2,2,"high","49","49","yes"
"ind511501",30,180,30,14,4,0,0,0,0,0,20,4,4,"high","49","49","yes"
"ind521491",30,180,30,18,4,0,0,1,0,0,20,4,4,"high","49","49","yes"
"ind531481",30,180,30,16,0,0,0,0,4,12,20,12,12,"high","49","49","yes"
"ind541481",30,180,30,11,2,0,0,0,0,0,20,2,2,"high","49","49","yes"
"ind551481",30,180,30,11,0,0,0,0,5,8,20,8,8,"high","49","49","yes"
"ind561481",30,180,29,17,4,0,0,0,0,0,20,4,3,"high","49","49","yes"
"ind571481",30,180,29,13,2,0,0,1,0,0,20,2,2,"high","49","49","yes"
"ind581481",30,180,30,15,2,0,0,0,0,0,20,2,2,"high","49","49","yes"
"ind591481",30,180,29,13,0,0,0,0,0,0,20,0,0,"high","49","49","yes"
"ind601481",30,180,30,14,1,0,0,1,0,0,20,1,1,"high","49","49","yes"
"ind611501",30,180,30,14,1,0,0,1,0,0,20,1,1,"high","49","49","yes"
"ind621491",30,180,30,15,0,0,0,0,2,15,20,15,15,"high","49","49","yes"
"ind631481",30,180,30,16,0,0,0,0,3,14,20,14,14,"high","49","49","yes"
"ind641481",30,180,30,12,2,0,0,0,0,0,20,2,2,"high","49","49","yes"
"ind651481",30,180,30,15,0,0,0,0,13,5,20,5,5,"high","49","49","yes"
"ind661481",30,180,28,10,2,0,0,0,0,0,20,2,1,"high","49","49","yes"
"ind671481",30,180,30,14,0,0,0,0,4,10,20,10,6,"high","49","49","yes"
"ind681481",30,180,30,10,1,0,0,0,0,0,20,1,1,"high","49","49","yes"
"ind691481",30,180,30,16,0,0,0,0,0,0,20,0,0,"high","49","49","yes"
"ind701481",30,180,30,12,1,0,0,0,0,0,20,1,1,"high","49","49","yes"
"ind711501",30,180,30,17,0,0,0,0,4,12,20,12,10,"high","49","49","yes"
"ind721491",30,180,30,16,1,0,0,0,0,0,20,1,1,"high","49","49","yes"
"ind731481",30,180,28,15,1,0,0,1,0,0,20,1,1,"high","49","49","yes"
"ind741481",30,180,30,15,0,0,0,0,3,14,20,14,13,"high","49","49","yes"
"ind751481",30,180,30,18,0,0,0,1,0,0,20,0,0,"high","49","49","yes"
"ind761481",30,180,30,18,0,0,0,0,2,18,20,18,16,"high","49","49","yes"
"ind771481",30,180,30,17,0,0,0,0,6,11,20,11,11,"high","49","49","yes"
"ind781481",30,180,30,15,3,0,0,0,0,0,20,3,3,"high","49","49","yes"
"ind791481",30,180,29,15,3,0,0,0,0,0,20,3,3,"high","49","49","yes"
"ind801481",30,180,30,14,0,0,0,0,10,4,20,4,4,"high","49","49","yes"
"ind811501",30,180,30,16,1,0,0,1,0,0,20,1,1,"high","49","49","yes"
"ind821491",30,180,30,15,2,0,0,0,0,0,20,2,2,"high","49","49","yes"
"ind831481",30,180,30,16,3,0,0,0,0,0,20,3,3,"high","49","49","yes"
"ind841481",30,180,30,12,1,0,0,0,0,0,20,1,1,"high","49","49","yes"
"ind851481",30,180,30,13,4,0,0,0,0,0,20,4,4,"high","49","49","yes"
"ind861481",30,180,30,11,1,0,0,0,0,0,20,1,1,"high","49","49","yes"
"ind871481",30,180,30,17,0,0,0,0,2,17,20,17,15,"high","49","49","yes"
"ind881481",30,180,30,17,0,0,0,0,9,11,20,11,10,"high","49","49","yes"
"ind891481",30,180,30,11,1,0,0,0,0,0,20,1,1,"high","49","49","yes"
"ind901481",30,180,30,20,3,0,0,0,0,0,20,3,3,"high","49","49","yes"
"ind911501",30,180,30,17,2,0,0,0,0,0,20,2,2,"high","49","49","yes"
"ind921491",30,180,29,11,0,0,0,0,0,0,20,0,0,"high","49","49","yes"
"ind931481",30,180,30,17,1,0,0,0,0,0,20,1,1,"high","49","49","yes"
"ind941481",30,180,30,17,1,0,0,1,0,0,20,1,1,"high","49","49","yes"
"ind951481",30,180,29,15,1,0,0,0,0,0,20,1,1,"high","49","49","yes"
"ind961481",30,180,30,12,0,0,0,0,0,0,20,0,0,"high","49","49","yes"
"ind971481",30,180,30,11,1,0,0,1,0,0,20,1,1,"high","49","49","yes"
"ind981481",30,180,30,15,0,0,0,0,5,12,20,12,11,"high","49","49","yes"
"ind991481",30,180,29,13,0,0,0,0,16,6,20,6,4,"high","49","49","yes"
"ind1001481",30,180,30,13,0,0,0,0,0,0,20,0,0,"high","49","49","yes"
"ind11941",30,180,30,11,1,0,0,0,0,0,20,1,1,"baseline","50","50","yes"
"ind21941",30,180,29,15,3,0,0,0,0,0,20,3,2,"baseline","50","50","yes"
"ind31941",30,180,28,15,0,0,0,0,0,0,20,0,0,"baseline","50","50","yes"
"ind41941",30,180,30,13,2,0,0,0,0,0,20,2,2,"baseline","50","50","yes"
"ind51941",30,180,30,15,0,0,0,0,4,10,20,10,9,"baseline","50","50","yes"
"ind61941",30,180,30,13,1,0,0,0,0,0,20,1,1,"baseline","50","50","yes"
"ind71941",30,180,30,16,3,0,0,1,0,0,20,3,3,"baseline","50","50","yes"
"ind81941",30,180,30,18,0,0,0,0,3,18,20,18,15,"baseline","50","50","yes"
"ind91941",30,180,30,17,2,0,0,0,0,0,20,2,1,"baseline","50","50","yes"
"ind10591",30,180,30,11,3,0,0,0,0,0,20,3,3,"baseline","50","50","yes"
"ind11951",30,180,30,18,2,0,0,0,0,0,20,2,2,"baseline","50","50","yes"
"ind12601",30,180,29,15,1,0,0,0,0,0,20,1,1,"baseline","50","50","yes"
"ind13591",30,180,30,8,3,0,0,0,0,0,20,3,3,"baseline","50","50","yes"
"ind14591",30,180,30,15,2,0,0,0,0,0,20,2,2,"baseline","50","50","yes"
"ind15591",30,180,30,14,3,0,0,0,0,0,20,3,3,"baseline","50","50","yes"
"ind16591",30,180,30,15,2,0,0,0,0,0,20,2,2,"baseline","50","50","yes"
"ind17591",30,180,30,16,0,0,0,0,17,3,20,3,3,"baseline","50","50","yes"
"ind18591",30,180,30,15,0,0,0,0,0,0,20,0,0,"baseline","50","50","yes"
"ind19591",30,180,30,17,2,0,0,0,0,0,20,2,2,"baseline","50","50","yes"
"ind20591",30,180,30,15,2,0,0,0,0,0,20,2,2,"baseline","50","50","yes"
"ind21951",30,180,30,14,1,0,0,1,0,0,20,1,1,"baseline","50","50","yes"
"ind22601",30,180,30,17,1,0,0,2,0,0,20,1,1,"baseline","50","50","yes"
"ind23591",30,180,30,12,2,0,0,0,0,0,20,2,2,"baseline","50","50","yes"
"ind24591",30,180,30,18,2,0,0,0,0,0,20,2,1,"baseline","50","50","yes"
"ind25591",30,180,30,19,1,0,0,0,0,0,20,1,1,"baseline","50","50","yes"
"ind26591",30,180,29,11,3,0,0,0,0,0,20,3,3,"baseline","50","50","yes"
"ind27591",30,180,29,15,2,0,0,0,0,0,20,2,2,"baseline","50","50","yes"
"ind28591",30,180,30,20,3,0,0,0,0,0,20,3,3,"baseline","50","50","yes"
"ind29591",30,180,30,16,1,0,0,0,0,0,20,1,0,"baseline","50","50","yes"
"ind30591",30,180,29,19,1,0,0,0,0,0,20,1,1,"baseline","50","50","yes"
"ind31951",30,180,30,12,1,0,0,0,0,0,20,1,0,"baseline","50","50","yes"
"ind32601",30,180,29,12,2,0,0,0,0,0,20,2,2,"baseline","50","50","yes"
"ind33591",30,180,30,14,2,0,0,0,0,0,20,2,2,"baseline","50","50","yes"
"ind34591",30,180,30,19,3,0,0,0,0,0,20,3,3,"baseline","50","50","yes"
"ind35591",30,180,30,10,1,0,0,0,0,0,20,1,1,"baseline","50","50","yes"
"ind36591",30,180,30,19,1,0,0,0,0,0,20,1,1,"baseline","50","50","yes"
"ind37591",30,180,30,16,2,0,0,0,0,0,20,2,1,"baseline","50","50","yes"
"ind38591",30,180,30,11,0,0,0,0,0,0,20,0,0,"baseline","50","50","yes"
"ind39591",30,180,30,13,3,0,0,0,0,0,20,3,3,"baseline","50","50","yes"
"ind40591",30,180,30,19,4,0,0,0,0,0,20,4,4,"baseline","50","50","yes"
"ind41951",30,180,30,15,5,0,0,0,0,0,20,5,4,"baseline","50","50","yes"
"ind42601",30,180,29,12,2,0,0,0,0,0,20,2,1,"baseline","50","50","yes"
"ind43591",30,180,29,14,1,0,0,0,0,0,20,1,1,"baseline","50","50","yes"
"ind44591",30,180,30,14,1,0,0,0,0,0,20,1,1,"baseline","50","50","yes"
"ind45591",30,180,30,13,0,0,0,0,0,0,20,0,0,"baseline","50","50","yes"
"ind46591",30,180,30,14,1,0,0,0,0,0,20,1,1,"baseline","50","50","yes"
"ind47591",30,180,30,15,5,0,0,0,0,0,20,5,5,"baseline","50","50","yes"
"ind48591",30,180,30,11,5,0,0,0,0,0,20,5,5,"baseline","50","50","yes"
"ind49591",30,180,29,16,1,0,0,0,0,0,20,1,0,"baseline","50","50","yes"
"ind50591",30,180,30,17,2,0,0,0,0,0,20,2,2,"baseline","50","50","yes"
"ind51951",30,180,30,16,3,0,0,0,0,0,20,3,3,"baseline","50","50","yes"
"ind52601",30,180,30,11,0,0,0,0,0,0,20,0,0,"baseline","50","50","yes"
"ind53591",30,180,30,16,0,0,0,0,0,0,20,0,0,"baseline","50","50","yes"
"ind54591",30,180,30,15,4,0,0,1,0,0,20,4,4,"baseline","50","50","yes"
"ind55591",30,180,30,17,3,0,0,0,0,0,20,3,3,"baseline","50","50","yes"
"ind56591",30,180,30,14,1,0,0,1,0,0,20,1,1,"baseline","50","50","yes"
"ind57591",30,180,30,16,1,0,0,1,0,0,20,1,1,"baseline","50","50","yes"
"ind58591",30,180,29,11,1,0,0,0,0,0,20,1,1,"baseline","50","50","yes"
"ind59591",30,180,30,16,1,0,0,0,0,0,20,1,0,"baseline","50","50","yes"
"ind60591",30,180,30,17,0,0,0,0,3,17,20,17,16,"baseline","50","50","yes"
"ind61951",30,180,29,16,1,0,0,0,0,0,20,1,1,"baseline","50","50","yes"
"ind62601",30,180,30,11,1,0,0,0,0,0,20,1,1,"baseline","50","50","yes"
"ind63591",30,180,30,14,2,0,0,1,0,0,20,2,2,"baseline","50","50","yes"
"ind64591",30,180,30,11,0,0,0,0,0,0,20,0,0,"baseline","50","50","yes"
"ind65591",30,180,30,15,3,0,0,0,0,0,20,3,3,"baseline","50","50","yes"
"ind66591",30,180,28,19,2,0,0,1,0,0,20,2,2,"baseline","50","50","yes"
"ind67591",30,180,29,18,1,0,0,0,0,0,20,1,0,"baseline","50","50","yes"
"ind68591",30,180,30,12,3,0,0,0,0,0,20,3,3,"baseline","50","50","yes"
"ind69591",30,180,30,16,2,0,0,0,0,0,20,2,2,"baseline","50","50","yes"
"ind70591",30,180,30,11,0,0,0,0,4,9,20,9,8,"baseline","50","50","yes"
"ind71951",30,180,30,17,2,0,0,0,0,0,20,2,2,"baseline","50","50","yes"
"ind72601",30,180,30,16,2,0,0,1,0,0,20,2,2,"baseline","50","50","yes"
"ind73591",30,180,30,17,2,0,0,0,0,0,20,2,2,"baseline","50","50","yes"
"ind74591",30,180,30,16,5,0,0,0,0,0,20,5,5,"baseline","50","50","yes"
"ind75591",30,180,29,14,2,0,0,0,0,0,20,2,2,"baseline","50","50","yes"
"ind76591",30,180,28,12,0,0,0,0,5,8,20,8,6,"baseline","50","50","yes"
"ind77591",30,180,30,14,0,0,0,0,0,0,20,0,0,"baseline","50","50","yes"
"ind78591",30,180,30,14,1,0,0,0,0,0,20,1,1,"baseline","50","50","yes"
"ind79591",30,180,29,16,1,0,0,0,0,0,20,1,1,"baseline","50","50","yes"
"ind80591",30,180,30,11,0,0,0,0,0,0,20,0,0,"baseline","50","50","yes"
"ind81951",30,180,30,14,2,0,0,1,0,0,20,2,2,"baseline","50","50","yes"
"ind82601",30,180,30,13,3,0,0,0,0,0,20,3,3,"baseline","50","50","yes"
"ind83591",30,180,30,18,0,0,0,0,9,8,20,8,8,"baseline","50","50","yes"
"ind84591",30,180,30,16,2,0,0,0,0,0,20,2,2,"baseline","50","50","yes"
"ind85591",30,180,30,20,0,0,0,0,11,9,20,9,9,"baseline","50","50","yes"
"ind86591",30,180,29,15,2,0,0,0,0,0,20,2,1,"baseline","50","50","yes"
"ind87591",30,180,30,13,1,0,0,0,0,0,20,1,1,"baseline","50","50","yes"
"ind88591",30,180,30,10,2,0,0,0,0,0,20,2,2,"baseline","50","50","yes"
"ind89591",30,180,29,13,3,0,0,0,0,0,20,3,3,"baseline","50","50","yes"
"ind90591",30,180,30,19,3,0,0,1,0,0,20,3,3,"baseline","50","50","yes"
"ind91951",30,180,30,13,2,0,0,0,0,0,20,2,1,"baseline","50","50","yes"
"ind92601",30,180,29,16,1,0,0,1,0,0,20,1,1,"baseline","50","50","yes"
"ind93591",30,180,30,12,2,0,0,0,0,0,20,2,2,"baseline","50","50","yes"
"ind94591",30,180,30,13,0,0,0,1,0,0,20,0,0,"baseline","50","50","yes"
"ind95591",30,180,30,23,6,0,0,1,0,0,20,6,6,"baseline","50","50","yes"
"ind96591",30,180,30,12,2,0,0,1,0,0,20,2,2,"baseline","50","50","yes"
"ind97591",30,180,30,11,0,0,0,0,0,0,20,0,0,"baseline","50","50","yes"
"ind98591",30,180,29,14,2,0,0,0,0,0,20,2,2,"baseline","50","50","yes"
"ind99591",30,180,30,12,1,0,0,0,0,0,20,1,1,"baseline","50","50","yes"
"ind100591",30,180,29,17,3,0,0,0,0,0,20,3,3,"baseline","50","50","yes"
"ind110491",30,180,30,18,3,0,0,0,0,0,20,3,3,"high","50","50","yes"
"ind210491",30,180,30,18,0,0,0,0,2,18,20,18,14,"high","50","50","yes"
"ind310491",30,180,29,17,2,0,0,2,0,0,20,2,2,"high","50","50","yes"
"ind410491",30,180,29,16,0,0,0,0,8,8,20,8,7,"high","50","50","yes"
"ind510491",30,180,30,15,3,0,0,0,0,0,20,3,3,"high","50","50","yes"
"ind610491",30,180,30,17,1,0,0,0,0,0,20,1,1,"high","50","50","yes"
"ind710491",30,180,29,16,0,0,0,0,13,5,20,5,4,"high","50","50","yes"
"ind810491",30,180,30,15,0,0,0,0,0,0,20,0,0,"high","50","50","yes"
"ind910491",30,180,30,13,2,0,0,0,0,0,20,2,2,"high","50","50","yes"
"ind101491",30,180,30,22,2,0,0,1,0,0,20,2,2,"high","50","50","yes"
"ind111511",30,180,30,17,1,0,0,0,0,0,20,1,1,"high","50","50","yes"
"ind121501",30,180,30,20,5,0,0,0,0,0,20,5,5,"high","50","50","yes"
"ind131491",30,180,30,14,1,0,0,0,0,0,20,1,1,"high","50","50","yes"
"ind141491",30,180,30,11,2,0,0,0,0,0,20,2,2,"high","50","50","yes"
"ind151491",30,180,29,16,0,0,0,0,8,12,20,12,11,"high","50","50","yes"
"ind161491",30,180,30,15,2,0,0,0,0,0,20,2,2,"high","50","50","yes"
"ind171491",30,180,30,15,2,0,0,1,0,0,20,2,2,"high","50","50","yes"
"ind181491",30,180,30,16,2,0,0,1,0,0,20,2,2,"high","50","50","yes"
"ind191491",30,180,30,15,5,0,0,0,0,0,20,5,4,"high","50","50","yes"
"ind201491",30,180,29,13,1,0,0,1,0,0,20,1,1,"high","50","50","yes"
"ind211511",30,180,30,15,4,0,0,0,0,0,20,4,3,"high","50","50","yes"
"ind221501",30,180,30,15,0,0,0,0,6,9,20,9,7,"high","50","50","yes"
"ind231491",30,180,30,17,4,0,0,0,0,0,20,4,3,"high","50","50","yes"
"ind241491",30,180,29,15,0,0,0,0,4,11,20,11,9,"high","50","50","yes"
"ind251491",30,180,30,10,2,0,0,0,0,0,20,2,2,"high","50","50","yes"
"ind261491",30,180,30,12,0,0,0,0,0,0,20,0,0,"high","50","50","yes"
"ind271491",30,180,30,20,0,0,0,0,3,19,20,19,19,"high","50","50","yes"
"ind281491",30,180,30,13,2,0,0,0,0,0,20,2,2,"high","50","50","yes"
"ind291491",30,180,30,15,2,0,0,1,0,0,20,2,2,"high","50","50","yes"
"ind301491",30,180,30,14,0,0,0,0,2,14,20,14,13,"high","50","50","yes"
"ind311511",30,180,30,16,4,0,0,0,0,0,20,4,4,"high","50","50","yes"
